"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
2,15.8,0.4,1.55,8.5,0.055,45,151,0.99626,3.2,3.68,9.2,-1,8,"2"
3,6.1,0.19,1.17,2.6,0.041,211,152,0.99855,2,0.5,17,-1,7,"3"
4,-2.8,0.21,0.49,-33.5,0.054,-145,231,1.00545,2.02,-0.65,9.2,1,9,"3"
0,1.9,0.635,-0.67,106,-0.299,5,62,0.99606,3.78,1.09,7.5,0,10,"0"
2,6.8,-0.55,0.34,1.2,0.044,-178,63,0.9919,2.09,0.47,13.1,0,7,"0"
2,0.2,0.09,0.17,2.8,0.04,65,125,1.00688,2.55,2.15,8.5,-1,7,"1"
3,17.9,0.24,-0.28,21.5,-0.316,15,-107,0.99545,3.53,2.06,9.3,0,7,"3"
3,13.4,0.28,0.82,4.9,0.034,18,425,0.99908,4.52,0.71,12.5,-1,7,"2"
4,7.9,0.27,0.42,7.3,0.076,90,386,0.99556,3.62,1.35,5.5,0,7,"1"
5,7.2,0.26,0.58,10.4,0.047,52,808,0.99573,1.93,0.53,8.3,1,8,"2"
4,5.6,-0.13,0.46,53.2,-0.01,42,167,0.9908,4.07,0.54,2.3,1,8,"2"
5,13.7,1.42,0.22,1.9,0.023,5,165,0.98928,3.76,1.84,18.7,0,7,"2"
3,7.9,0.79,0.42,1.8,0.062,7,683,0.9941,3.07,0.88,11.1,0,8,"3"
2,7.8,0.79,-0.8,1.7,-0.204,46,195,1.01653,3.03,0.2,4.6,-1,8,"2"
0,11.1,0.61,0.14,2.4,0.206,38,-40,0.9969,3.53,0.59,9.5,0,10,"0"
5,6.7,-0.66,0.52,4,-0.084,-185,88,0.99016,3.26,0.54,13,1,7,"4"
0,11.9,-0.38,0.65,-58.75,-0.48,-210,27,0.99727,2.45,-0.06,9.1,1,13,"0"
0,-4.6,0.21,0.28,65.2,0.13,81,221,0.9954,3.66,0.54,10.4,1,7,"0"
3,8.3,-0.33,1.76,-51.6,0.079,7,125,1.03422,2.24,0.61,10.5,0,9,"1"
5,0.7,-1.15,0.31,1.5,0.196,-118,253,0.99069,3.15,-0.74,11.4,2,8,"3"
3,12.2,0.28,-2.95,46.3,0.307,26,218,0.9974,3.28,0.33,9,0,7,"2"
4,16.7,0.27,0.69,47.7,0.176,-64,231,0.98333,2.96,-0.49,5.6,0,8,"3"
0,6.4,-0.75,-0.5,9.65,0.041,36,119,0.99334,2.97,0.67,10.933333333,1,7,"0"
3,5.9,-0.82,0.25,17.55,0.447,38,162,0.9977,2.64,-1.26,9.4,0,6,"2"
5,7,-0.69,0.03,6.2,0.276,152,228,1.03009,3.23,2.12,9.4,1,8,"2"
4,11.4,0.85,-0.39,5.6,-0.37,281,147,1.00777,3.09,0.54,10,1,7,"2"
4,6,0.32,-1.34,16.2,0.444,16,176,0.97329,2.96,0.5,9.1,1,7,"3"
0,8.2,0.73,0.36,1.7,1.219,5,13,0.9968,3.2,0.08,9.5,0,9,"1"
4,5.4,0.29,0.25,-55.3,0.039,32,856,0.9962,3.33,0.34,10.1,0,7,"2"
3,6.2,0.76,1.84,-43.7,0.552,-212,-19,0.9956,3.06,0.42,8.1,0,7,"0"
3,4.5,-1.05,0.21,63.95,0.033,-24,159,0.95422,2.18,0.42,8,0,5,"2"
4,-3.3,0.31,-0.37,-41.9,0.212,-130,122,0.953,3.13,0.18,18.8,-1,7,"1"
5,6.1,1.76,-0.78,28.5,-0.373,54,136,0.99516,2.96,1.11,17.2,1,7,"1"
1,1.8,0.34,0.3,8.4,0.051,40,-166,0.99756,3.48,1.39,9.7,-2,8,"0"
3,7.7,0.2,0.32,-19.1,0.049,10,40,0.9944,2.48,1.69,7.4,-1,10,"1"
0,-1.8,0.67,1.31,1.8,0.64,32,-75,0.9968,2.15,0.74,9.4,-1,9,"0"
4,-4.4,0.2,0.86,-50,-0.047,-377,177,1.02959,3.41,0.47,8.8,0,6,"1"
2,7.5,0.91,0.14,10.7,-0.2,18,95,0.96299,3.22,2,6.3,-1,8,"1"
3,12.5,1.1,0.29,1.3,0.297,50,138,1.04295,4.66,0.64,9.5,0,7,"2"
0,1.8,-0.89,-0.98,1.9,-0.245,83,-12,0.99451,3.92,0.63,8.1,-2,11,"1"
5,6.9,0.17,0.04,-15.2,-0.366,189,-86,0.99653,3.16,0.51,11.6,1,7,"0"
5,2.4,0.1,-2.16,-38.5,0.062,15,-158,0.99636,2.97,0.51,10.3,0,6,"2"
0,13.9,0.19,-0.07,29.2,0.319,48,434,0.98234,4.25,1.55,10.5,-1,8,"1"
4,-4,0.35,0.99,34.2,0.49,-246,355,0.94211,3.35,0.58,7.0333333333,-1,6,"3"
5,8.1,0.28,0.39,34.7,-0.569,495,79,1.09385,3.05,0.89,14.7,1,9,"1"
4,6.9,0.17,0.22,-59.5,-0.219,184,445,0.98273,3.27,0.37,9.3,0,7,"1"
5,7.5,1.18,-0.61,-12.7,-0.306,36,93,0.95116,2.6,-0.34,13.5,0,7,"1"
5,-1.5,0.35,0.34,1.4,-0.513,44,107,0.99248,3.26,-0.08,12.1,1,7,"3"
0,6.6,0.58,0,4.3,0.042,51,53.5,0.99558,3.2,0.45,2.9,0,7,"0"
6,-2.1,0.26,0.31,3.6,-0.649,393,92,0.99026,3.88,1.49,12.6,0,7,"0"
5,7,-1.32,0.69,13.8,0.051,23,422,0.99792,2.63,0.39,3.5,0,7,"3"
4,8.9,-0.83,-1.41,18.35,0.574,33,263,1.07646,4.29,0.61,0.1,1,7,"3"
0,16.4,0.39,0.31,2.4,0.007,117,339,1.04052,2.39,0.54,14.5,0,8,"0"
5,6.7,1.31,1.69,-42.8,0.034,29,515,1.0172,2.96,2.07,13.3,1,7,"4"
3,10.5,0.24,0.44,27.3,-0.422,260,167,0.9912,3.1,0.48,10.6,-1,7,"1"
6,6.7,-2.38,0,26.3,0.036,-72,100,0.98755,3.08,0.36,21.5,2,7,"4"
0,-2.8,0.63,0.29,2,0.08,-259,100,1.09924,3.94,-0.85,6.3,0,8,"1"
3,10,0.19,-0.74,-63.5,0.064,52,112,0.99026,3.5,0.39,11.2,0,6,"0"
3,6,-0.2,0.29,1,0.032,197,307,0.9896,4.27,-0.33,14.1,-1,7,"1"
3,10.3,0.76,0.54,1.4,-0.069,217,132,0.99449,3.11,0.53,5,-1,8,"2"
5,-2.5,0.34,0.49,7.3,0.384,421,146,1.01287,3.17,-0.86,9.4,2,10,"4"
6,7.4,-1.32,-0.05,8.5,0.657,-499,178,1.01799,3.7,0.48,5,2,8,"2"
0,8.2,0.56,1.52,-59.4,-0.003,14,-305,0.9603,3.14,0.62,9.3,-2,9,"0"
5,7.9,0.58,0.32,49,-0.365,-134,118,0.99134,3.38,0.68,11.2,0,7,"3"
5,15.8,-1.265,1.17,1,0.042,35,-86,0.9908,3.76,0.49,11.3,1,5,"3"
3,-2.5,-0.59,0.28,12.4,-0.319,238,213,1.02228,3.16,-0.63,5.1,-1,7,"2"
3,7.4,0.17,0.28,43.3,0.298,-27,544,0.99207,3.24,0.46,13.1,0,6,"0"
0,5.6,1.73,-0.87,6.9,-0.054,23,-87,1.02166,3.25,0.49,8.1,-1,6,"0"
3,-5.5,-0.05,0.25,-37.2,0.421,15,135,0.9979,2.4,0.43,9,1,7,"1"
4,-3.6,1.28,0.07,-36.4,-0.076,194,111,0.99237,4.77,0.54,11.3,0,8,"2"
0,7.1,0.22,1.32,-18.7,0.039,-131,130,0.99344,3.3,1.39,10,2,8,"0"
0,-3.8,0.14,0,6.9,0.49,7,15,0.99256,3.52,-0.86,12.9,1,6,"0"
0,10.4,0.725,0.09,31.9,0.058,169,416,0.99655,3.35,0.49,14,-1,7,"0"
0,1,0.42,-0.51,50.8,0.084,311,48,1.01005,3.21,2.28,9.9,0,8,"0"
3,16.2,1.93,0.25,1.8,0.555,-95,260,0.96673,2.79,0.44,10.1,0,7,"3"
2,6.7,0.5,0.63,5.2,0.477,336,238,1.04969,3.08,-0.78,9.7,-1,8,"2"
3,-2,0.31,-0.77,42.1,0.085,9,72,0.99708,4.31,1.7,9.5,0,10,"2"
2,6,0.55,0.49,6.8,0.048,389,95,1.04304,3.73,2.59,1.2,-1,7,"2"
3,9.2,0.56,0.18,-29.1,0.078,41,21,0.99576,2.44,1.01,9.9,0,10,"2"
0,10.4,1.76,-0.13,2,0.61,6,270,0.99774,4.39,1.05,17.9,0,11,"0"
4,7.6,0.28,0.39,1.2,0.038,192,115,0.98376,2.56,-0.83,10.5,0,8,"2"
3,14.2,-0.96,0.33,9,0.122,83,480,0.9955,4.26,2.02,10.3,-1,8,"2"
4,-0.5,-0.13,3.56,50.2,0.052,65,185,0.9934,3.21,1.08,12.9,1,7,"2"
3,-1.1,-0.42,0.07,3.3,0.491,-44,373,0.9954,3.57,0.71,5.8,-1,9,"1"
0,6.8,1.18,1.25,6.1,0.643,-535,171,0.99808,2.4,2.76,9,1,7,"0"
5,12.8,0.39,0.32,18.4,0.035,26,-183,1.0359,3.08,0.6,15.9,0,8,"2"
4,21.3,0.96,-0.23,1.9,-0.579,31,69,0.9892,4.13,1.83,19.1,0,8,"2"
6,3.3,0.3,-0.11,2.2,0.028,47,92,0.95142,3.27,-0.63,11.9,1,7,"2"
2,11.7,0.25,2.14,4.1,0.062,-157,123,0.99218,1.91,-0.59,15.5,-1,7,"2"
3,6.2,0.64,0.22,65.85,0.038,46,-196,0.99184,3.22,0.4,9.9,-1,7,"1"
4,-6,-0.43,0.29,2.2,0.046,79,84,0.9902,3.93,0.39,11.7,0,8,"3"
2,6.7,0.88,0.26,12.6,0.053,44,124,0.99802,2.84,0.51,9.7,-1,7,"0"
2,16.5,0.24,-0.38,-105.2,0.051,35,886,0.99676,3.1,-0.91,9.9,-1,7,"0"
3,3.8,0.27,-0.77,-52.7,0.108,-92,27,1.00839,3.08,0.54,10.1,0,7,"2"
5,-2.2,-0.38,-1.18,2.5,-0.038,-92,314,0.9887,3.37,0.54,10.1,1,8,"1"
3,-1.2,0.26,-0.33,4.8,0.041,110,1006,0.99437,2.66,0.67,10.6,0,7,"3"
4,-3.3,0.26,0.27,11.8,0.31,-134,286,0.99628,2.87,0.76,9.7,0,7,"3"
3,24.8,0.25,0.18,51.1,0.597,-326,350,0.97151,3.74,0.42,15.6,0,7,"2"
3,7.6,0.27,0.3,-0.8,0.018,23,96,0.9938,3.08,2.07,13.2,-1,8,"1"
2,6.7,0.28,0.14,1.4,0.35,149,413,0.992,3.65,0.39,10,-1,7,"2"
3,-3.7,0.97,-1.47,2,0.341,30,-102,1.04356,2.9,0.76,7.7,-1,7,"2"
4,6.2,0.22,-0.56,7.3,-0.393,-9,125,0.9917,1.97,0.48,10.5,0,7,"0"
5,6.9,0.25,0.47,8.4,0.042,291,538,1.03394,4.29,0.55,4.9,1,8,"3"
5,1,0.24,-1.13,1.9,0.048,40,170,0.9938,3.64,0.54,9,0,7,"2"
2,6.9,0.32,0.13,2.8,0.042,11,117,0.996,3.23,1.32,15.2,-1,7,"0"
0,13.9,-0.26,-2.67,2,-0.549,-154,-110,0.9239,3.48,4.02,2.8,0,10,"0"
4,6.9,0.85,0.63,37.5,0.111,247,110,1.00304,3.12,2.13,17.4,0,8,"2"
0,14.7,-0.42,1.89,3.6,0.04,-12,329,1.01172,4.41,1.55,9.5,0,7,"1"
0,6.3,0.28,-0.6,48,0.58,188,129,0.94752,3.26,-0.83,12.1,0,7,"2"
5,4.6,0.26,0.36,5.2,-0.181,-110,141,0.97077,3.13,0.59,16.6,1,8,"3"
5,13.6,0.5,0.28,27.2,0.045,37,222,0.99251,4.38,0.54,11.2,1,7,"3"
3,5.7,0.75,0.15,1.9,-0.003,124,36,0.94617,3.38,0.54,14.1,0,6,"3"
6,6.7,0.06,-0.48,2.1,0.033,166,111,1.00351,2.63,1.58,12.2,1,7,"2"
0,7.9,2.03,-0.52,54,-0.01,10,-197,0.99828,2.6,0.91,8.9,-1,9,"0"
0,19,0.96,-0.86,-86,-0.518,-21,145,0.96408,2.76,0.91,8.5,1,8,"1"
0,7.1,1.45,0.24,-41.5,-0.331,48,503,0.99726,3.04,1.25,10,1,8,"0"
4,8.8,-0.46,-0.56,-110.75,-0.417,-89,189,1.01473,3,0.76,9.5,0,8,"3"
0,-1.9,-1.22,-0.93,14.8,0.607,-179,148,0.96223,0.79,-1.4,6.1,-1,7,"1"
5,6.2,0.32,0.09,2.2,0.036,15,-98,1.00849,3.16,0.48,12.5,1,7,"4"
5,8.4,0.87,0.34,1.2,0.026,31,93,0.9916,4.08,-1.21,14.3,0,10,"4"
3,8,0.22,0.28,14,0.082,83,770,1.02945,3.12,1.45,12.5,-1,9,"3"
3,6.5,1.72,0.83,16.4,0.048,32,-91,0.99904,2.44,0.23,8.8,-1,7,"0"
3,5.6,-0.295,0.26,10.8,0.035,178,102,1.01892,3.47,-0.2,8.6,-1,6,"2"
0,8.6,0.01,0.65,-50,0.08,3,8,1.02295,3.36,-0.5,13.8,1,10,"0"
0,1.9,1,0.28,45.9,0.11,20,97,0.9972,2.93,1.96,12.7,0,9,"0"
6,6.8,0.34,0.9,-18.8,0.06,14,-113,0.99252,2.46,0.57,11.6,2,7,"2"
3,6.6,-0.33,0.14,-22.55,0.101,40,89,0.9911,3.35,1.32,11.4,-2,7,"0"
3,5.7,0.24,-0.92,-1.6,-0.445,35,182,0.99391,3.11,0.38,7.2333333333,0,6,"2"
3,5.8,-0.79,1.65,1.1,-0.428,36,494,1.03666,3.99,0.45,10.4,0,6,"3"
4,6.6,0.28,0.28,-5.3,0.052,55,-13,0.9962,3.09,-0.75,8.9,0,7,"2"
4,5.6,0.84,0.23,7.75,0.031,33,-137,0.99296,3.22,3.88,6.1,0,7,"1"
3,31.3,0.95,-0.75,7.8,0.04,84,-129,0.98476,3.16,1.86,9.4,0,8,"0"
2,5.9,0.32,-1.04,14.5,0.042,23,-288,0.99684,3.16,0.92,12.6,-1,6,"1"
5,9.1,0.29,1.73,2.05,-0.456,13,81,0.99188,5.11,-0.33,11.7,0,10,"3"
0,7.8,0.2,0.53,-60,-0.07,-176,541,0.991,3.08,1.92,10.5,-1,8,"0"
4,8,0.24,1.65,6.8,0.517,13,134,1.04432,5.39,-0.19,10,1,9,"2"
3,28.1,0.14,-0.94,-11.3,-0.421,-185,115,0.9949,3.34,0.59,9,0,6,"1"
0,-7.5,0.23,0.42,-55.2,0.569,9,17,0.99376,2.23,0.54,8.5,0,9,"0"
5,6.8,0.86,-1.12,76.5,-0.402,-200.5,182,0.99742,3.24,1.06,23.1,1,7,"3"
0,3.5,-0.19,0.01,-15.7,0.261,3,-391,1.02048,4.01,-1.31,9.8,0,8,"0"
3,6.4,-1.15,0.43,24.4,0.33,305,92,0.9974,4.24,0.38,8.9,0,7,"1"
5,19.1,0.29,0.4,58.3,0.486,153,28,0.97774,3.58,-0.71,11.5,1,8,"2"
4,6.3,1.4,0.33,54.9,-0.148,23,118,0.95517,3.23,0.46,10.5,0,7,"2"
0,7.3,0.21,-1.01,1.8,0.182,-37,210,1.02618,3.32,0.44,5.8,-1,8,"0"
3,6.7,0.215,1.37,2.4,0.175,17,192,0.9958,3.71,0.63,12,0,7,"1"
4,29.4,1.55,0.3,5.5,0.601,53,133,0.99623,3.19,0.58,11.7,0,7,"2"
4,10.9,-0.92,0.32,0.9,0.041,-70,-264,0.9926,3.39,1.66,8.9,-1,7,"2"
0,8.7,-0.035,0.07,-46.5,-0.042,5,9,0.99864,4.11,0.35,10.3,-1,8,"0"
2,11.1,0.19,0.12,4.4,0.644,63,206,0.994,3.32,0.52,9.8,0,7,"0"
3,6.8,-0.81,-0.26,-46.55,-0.248,41,146,1.00641,4.16,0.53,5.9,0,7,"1"
5,6.8,-1.01,0.67,14.7,0.024,31,240,1.03053,1.91,1.15,14.9,1,7,"2"
3,-7.1,0.145,3.36,9.7,0.042,52,90,0.9908,1.88,-0.07,11.3,-1,5,"0"
0,1.2,-0.85,0.21,-61.2,-0.34,-252,28,1.0307,3.28,2.1,9.7,1,8,"0"
6,5.5,1.02,0.31,6.2,0.046,-257,96,0.9926,2.94,-0.67,10.7,0,7,"4"
5,0,0.27,0.74,13.4,-0.302,-21,121,0.97402,3.04,1.65,5.8,1,8,"3"
3,0.6,0.22,0.23,3.9,0.595,99,106,0.99098,2.91,0.52,16.5,0,7,"2"
3,7.1,0.3,2.05,13.1,-0.434,52,583,1.04303,3.48,-1.2,8.8,0,8,"2"
5,6.6,-0.31,0.28,4.4,0.032,-246,78,0.99036,3.78,-0.83,13.9,1,8,"2"
0,13.2,0.26,0.4,13.8,0.047,286,172,0.99573,2.44,2.2,9.5,-2,8,"1"
0,7.9,0.3,0.68,59.6,0.05,37.5,-69,1.04137,3.01,0.78,12.3,-2,9,"0"
4,1.8,0.28,0.24,-87.35,-0.17,32,496,0.99922,3.19,0.29,9.3,0,7,"1"
3,-4.6,0.365,0.88,-61.9,0.055,24,84,0.98377,3.15,0.43,8.9,0,8,"1"
0,20.5,-0.64,0.44,-2.6,0.139,6,92,0.96623,2.31,0.55,9.5,1,10,"0"
3,6.6,0.2,0.14,32.6,0.184,556,110,0.99396,2.93,1.13,15.4,-1,7,"1"
4,6.7,0.38,0.07,2.6,-0.553,-84,449,0.99086,1.99,0.34,12.4,0,7,"0"
0,10.4,-0.33,1.59,-67.3,0.775,5,97,0.97056,2.11,1.95,14.4,1,12,"0"
4,6.2,-0.33,0.82,67.2,0.056,49,192,0.9956,3.18,1.46,4.3,1,7,"3"
6,6.8,-0.6,0.32,26.05,0.031,-163,-56,1.00295,3.38,0.88,10.6,2,8,"4"
3,7.6,-0.72,0.24,-31,0.058,19,464,0.9958,3.15,0.45,12.1,0,8,"1"
5,5.6,-0.41,0.32,1.2,0.024,-48,97,0.99077,3.2,0.46,12.45,0,6,"3"
6,2.5,0.39,0.24,6.3,0.037,45,913,1.02743,2.58,0.43,10.2,1,7,"2"
5,7.4,-1.09,1.32,4.7,-0.253,53,602,1.04263,3.01,0.48,9.1,1,8,"2"
5,6.8,-0.88,-0.12,70.7,0.03,100,24,0.97727,2.31,0.46,12.4,0,7,"2"
5,-4.3,-0.62,1.04,68.1,-0.396,-85,168,0.98676,3.12,1.48,11.3,0,8,"4"
5,5.4,0.25,0.34,4.7,-0.166,34,88,1.01252,2.56,1.98,6.9,1,7,"2"
5,7.4,-1.09,0.37,2.6,0.05,24,315,1.06459,4.31,0.53,16.9,1,8,"4"
4,-3.9,0.26,-0.62,5,0.044,-216,152,0.9553,4.36,2.1,9.8,1,6,"3"
4,6.3,0.19,0.21,1.8,0.871,-199,163,0.94397,4.37,0.5,10.3,0,7,"0"
5,16.8,0.14,0.37,1.2,-0.18,-158,314,0.99185,2.88,-0.75,11.2,2,7,"2"
3,2.1,0.31,0.23,3.3,0.052,164,188,0.943,3.16,-0.62,8.4,0,7,"2"
3,7.2,-1.18,0.36,-44.5,-0.531,71,604,0.95089,3.25,1.54,9.4,0,8,"3"
4,9,-0.7,0.51,10.2,0.028,178,131,1.01165,3.49,0.46,16.6,-1,6,"4"
5,-3.2,0.67,-0.34,1.2,0.036,162,-257,0.98853,2.73,0.49,16.3,0,6,"3"
5,3.5,0.46,0.15,2.1,0.221,-143,130,0.98953,3.39,0.77,13.4,-1,6,"3"
0,17.1,1.54,0.22,1.7,0.08,15,79,0.9969,3.04,0.65,13.1,0,8,"0"
4,4.6,2.16,-0.89,0.9,0.038,168,126,0.992,3.1,1.37,15,0,8,"1"
5,0.1,0.16,-0.91,0.5,0.031,-18,123,0.98958,3.23,2.09,9.6,0,8,"3"
6,-10.5,0.12,-0.14,2.3,0.554,-12,-302,1.03304,3.24,0.67,10.1,1,7,"3"
3,7.1,0.12,0.24,5.4,0.585,60,-40,0.9948,0.93,0.78,10,1,8,"2"
3,3.1,0.25,1.52,11.6,0.745,104,158,1.01675,3.43,-0.43,11.5,0,8,"3"
4,-3.8,0.44,-0.11,74.1,-1.111,46,92,1.07136,4.39,0.61,12.7,-2,9,"0"
2,5.8,0.33,-0.89,-42.2,-0.395,29,558,0.99458,3.13,1.49,11.8,-1,6,"0"
3,7.5,0.33,0.48,-70.25,0.048,55,64,1.001,2.95,-0.7,3.1,0,8,"0"
3,24.5,0.84,1.84,-57.5,0.002,30,90,0.99038,4.24,-0.16,11.2,-1,7,"2"
4,-3.6,0.225,-0.73,-2.3,0.265,68,-247,1.0158,4.39,-1.09,10.3,0,5,"2"
0,8.4,0.31,3.4,-50.45,0.021,52,443,1.02707,2.93,-0.32,11.5,0,9,"1"
5,6.4,-1.09,0.37,2.1,0.565,239,69,0.9921,3.18,0.4,12.4,0,7,"3"
4,5,0.27,0.4,1.2,-0.1,266,124,0.97983,3.32,-1.03,10.1,0,6,"0"
3,9.3,1.15,-0.82,1.9,0.085,-245,-122,0.95248,4.51,-0.65,8.9,0,10,"3"
5,7.2,0.2,0.22,1.6,-0.163,173,101,0.99471,3.37,-0.07,10,2,8,"1"
6,14.3,0.1,0.29,14.8,0.601,268,868,0.89395,2.99,1.25,12,0,8,"3"
4,6.2,-0.6,-1.05,15.8,-0.074,39,145,0.99804,3.14,-1.36,10.9,1,7,"3"
4,-0.4,-0.59,0.47,-18.9,-0.343,35,182,0.96332,3.11,0.72,3.05,1,6,"2"
3,5.4,1.32,0.32,2.5,-0.045,124,292,0.98878,4.24,0.85,12.6,-1,6,"0"
5,-0.1,0.23,-0.91,59.1,0.072,50,-185,0.9927,3.11,1.05,7.7,1,8,"3"
4,11.9,0.16,0.3,48.2,0.534,33,168,1.04596,2.9,-0.29,11.8,-1,8,"2"
0,7,1.02,1.25,18.05,-0.031,35,144,1.04284,2.35,0.42,4,-1,8,"0"
4,7.3,1.76,-2.44,-44.8,0.527,178,311,0.98004,3.34,-0.81,12.6,-1,8,"2"
3,5.6,-0.84,1.39,1.3,-0.632,-288,68,0.98865,3.3,-0.21,18.5,-1,6,"0"
4,10.3,0.27,0.31,5,0.811,-46,170,0.9924,3.69,0.52,11,0,7,"2"
5,7.1,0.18,0.36,1.4,-0.13,-64,87,1.03547,3.42,0.37,18.6,0,8,"2"
5,-3.4,1.09,0.53,1.4,-0.384,26,175,1.03875,3.17,1.87,12,0,7,"1"
0,4,0.62,0.05,2.3,-0.687,6,394,0.99735,4.12,0.63,5.3,-1,8,"0"
6,7.1,0.54,0.5,61.4,0.025,31,105,0.99082,3.14,1.28,12.6,0,8,"1"
1,7.6,0.24,-0.46,10.4,0.096,15,-452,1.00601,3.32,-0.02,14,-1,8,"0"
3,7.4,0.08,0.31,1.7,0.035,254,110,0.97334,2.63,0.38,9.2,0,8,"0"
0,7.7,3.1,0.85,6.7,0.468,314,-163,0.97674,3.39,0.62,10.7,-1,8,"0"
3,7.1,1.88,0.07,1.7,0.071,15,-47,1.02721,2.59,0.66,10.8,-1,8,"3"
6,8.8,0.46,0.72,1.9,0.034,-488,98,0.92332,3.14,0.5,25.6,1,7,"4"
2,6.4,0.18,-0.27,21.8,0.522,-170,201,0.93531,3.58,1.25,10.1,-1,7,"1"
5,10.3,-0.6,0.32,2.2,-0.146,168,92,0.94874,4.68,0.59,17.2,0,7,"1"
0,6.4,1.16,0.22,1.4,0.04,41,420,0.91183,3.55,0.39,10,-1,7,"0"
1,7.3,1.53,0.26,-48,0.631,52,207,0.99342,3.12,1.46,17,-2,8,"1"
4,6.8,0.23,1.77,1.5,0.036,35,165,1.02342,3.21,0.45,16.6,0,8,"3"
0,8.2,-0.18,-1.24,1.9,-0.14,181,74,0.99215,3.23,2.44,12,0,9,"0"
2,20.6,0.55,-0.19,14.7,0.068,560,17,1.03613,3.23,0.67,10,-1,9,"3"
4,7.7,-0.58,-1.6,1.5,0.069,-82,122,0.9851,2.93,-1.24,9.8,0,8,"4"
5,9.4,0.53,-0.79,2.5,-0.054,6,185,1.00283,2.27,-0.86,9.3,1,11,"2"
4,6.3,0.99,1.31,9.7,0.045,50,136,1.01145,3.14,0.37,10.6,0,7,"1"
0,19.4,0.31,1.08,2.8,0.04,26,-101,0.97944,2.82,-0.28,6,1,10,"1"
3,-3.3,0.19,-1.01,36.3,0.035,0,397,0.94094,3.15,0.36,13.8,0,7,"2"
3,7.7,-0.04,1.42,10.6,0.04,230,153,0.9978,3.87,1.72,8.9,-1,9,"2"
3,8.9,0.21,0.2,1.2,-0.394,20,-277,0.99579,3.2,0.37,11.5,0,9,"2"
5,6.8,0.32,0.24,-60.9,-0.489,49,80,0.98347,2.16,-0.62,19.9,0,7,"4"
3,11.3,1.12,-1.18,17.2,0.075,22,623,0.9912,3.23,0.57,11.1,-1,7,"2"
0,8.4,0.27,0.12,31.1,0.072,38,46,1.01511,3.38,-0.09,11.8,1,9,"0"
4,-4.2,0.305,1.58,1.2,0.422,-235,11,0.99331,2.73,-0.9,11.5,0,8,"3"
4,3,0.85,0.14,52.5,0.093,191,314,0.97414,3.36,1.26,12.4,1,9,"1"
3,7.8,0.55,0.05,1.8,-0.338,43,179,0.9955,3.43,-1.21,2.3,0,8,"1"
4,-1.1,1.41,0.42,8.7,0.433,6,-255,0.99299,3.04,1.91,12.8,0,8,"2"
3,6.5,-1.65,-0.1,-17.95,0.16,20,-170,0.99544,3.2,1.61,11,-1,7,"2"
3,16.1,0.31,-1.29,-16.8,0.038,18,123,0.98338,3.36,2.07,8.6,-1,7,"2"
2,15.5,1.13,-0.94,-78.55,0.673,42,56,0.9984,2.9,1.64,4.4,-1,9,"2"
0,7.3,-0.8,0.31,-2.2,0.018,45,80,0.98936,3.06,0.34,12.9,-1,8,"1"
4,6.7,1.33,-0.95,26.4,-0.249,41,104,0.93924,2.13,0.84,12.6,-1,7,"2"
6,9.8,0.3,-0.06,-35.1,-0.049,37,97,0.99026,3.2,-0.96,12.6,0,7,"3"
5,-0.2,0.35,0.3,61.1,-0.113,240,86,0.9927,5.34,1.14,11,0,7,"2"
2,-16.5,0.4,0.24,13.6,-0.418,34,-132,0.99899,3.24,-0.85,15,-2,8,"1"
4,-17.4,-1.21,0.54,1.4,-0.042,-158,110,0.9932,3.71,1.24,10.6,0,7,"2"
3,7.5,-0.32,0.33,-38.4,0.387,42,180,0.95118,2.52,0.59,10.1,-1,8,"3"
5,16.6,0.18,0.36,41.5,0.375,40,117,0.99742,3.04,-2.2,2.8,0,7,"3"
3,7.1,0.68,0,2.3,-0.08,-257,-144,1.01005,2.73,1.47,9.5,0,8,"2"
5,15.5,0.31,-0.11,7.1,0.266,-226,141,1.03095,3.16,0.38,10.6,0,8,"3"
4,7.2,-0.56,-0.61,-4.4,0.041,46,200,0.99958,3.42,0.56,6.6,0,8,"2"
5,15.1,-0.38,0.28,13.55,0.048,166,94,0.97785,3,0.6,9.5,0,8,"1"
2,6.5,0.21,0.78,-53.3,0.059,33,103,0.9927,3.12,0.38,9.7,-2,7,"2"
0,-1.4,0.58,0.08,1.8,-0.082,139,65,1.0167,3.28,-0.75,10.4,0,7,"0"
5,8.8,0.17,1.72,1.5,0.043,263,18,0.99338,2.81,1.15,15.4,1,8,"3"
4,9.4,-1.13,0.01,52.8,0.053,215,212,0.997,1.6,1.47,13.1,0,7,"3"
4,-2.8,0.32,0.21,-1.5,0.044,15,68,1.03753,3.65,0.39,3.7,0,7,"1"
5,8.9,-0.17,-0.26,4.6,0.551,32,148,0.99458,3.35,0.45,6.6,0,10,"0"
5,-5.2,0.97,0.91,25.9,0.031,38,36,1.01838,2.69,1.64,23.6,0,8,"3"
3,8.6,0.23,0.96,11.3,0.19,13,-254,0.99645,2.82,-0.03,17.4,0,9,"3"
0,5.7,0.78,-0.47,54.8,0.276,31,-151,0.94396,2.34,1.63,9,0,7,"0"
