"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"0",0,0,47,0,14,72853,"No",217443,"Yes","Male","Masters","Manager",5,"Commercial",6200,11,"Pickup","No",5176,3,"Yes",0,14,"Urban"
"0",0,2,41,2,11,73088,"No",259027,"Yes","Male","High School","Blue Collar",49,"Commercial",12910,14,"Minivan","Yes",0,0,"Yes",3,8,"Rural"
"1",6290,0,59,0,14,119537,"No",360697,"Yes","Female","PhD","Professional",26,"Commercial",48380,4,"Panel Truck","No",0,0,"No",1,20,"Urban"
"0",0,0,41,0,12,26748,"No",0,"No","Male","Bachelors","Manager",44,"Commercial",23690,1,"Panel Truck","Yes",10052,2,"Yes",3,11,"Urban"
"0",0,0,51,0,11,102099,"No",305769,"No","Female","Bachelors","Manager",27,"Private",11710,5,"SUV","No",0,0,"Yes",1,12,"Urban"
"1",1929,0,37,1,11,73941,"Yes",265035,"No","Female","Bachelors","Manager",6,"Private",5200,10,"Sports Car","No",7372,3,"Yes",4,10,"Urban"
"0",0,0,47,0,13,152054,"No",397028,"Yes","Male","Masters","Lawyer",39,"Private",17670,10,"Van","Yes",0,0,"Yes",0,14,"Urban"
"0",0,0,41,2,17,29439,"No",138922,"Yes","Female","<High School","Clerical",41,"Private",17940,4,"SUV","No",0,0,"Yes",0,1,"Rural"
"0",0,0,47,0,14,71660,"No",222417,"Yes","Female","Masters","Manager",22,"Private",13610,1,"Minivan","No",0,0,"Yes",0,18,"Urban"
"0",0,0,47,0,13,23596,"No",147506,"Yes","Female","High School","Home Maker",32,"Private",13250,9,"SUV","No",0,0,"No",0,1,"Urban"
"1",1453,0,27,2,0,0,"No",0,"Yes","Female","<High School","Student",12,"Private",4200,6,"Sports Car","No",0,0,"No",2,6,"Urban"
"0",0,0,39,1,17,14054,"No",98184,"Yes","Female","<High School","Clerical",35,"Private",13690,6,"Minivan","No",0,0,"Yes",4,1,"Rural"
"0",0,0,47,0,13,22295,"No",127813,"Yes","Female","<High School","Clerical",35,"Private",13260,4,"Sports Car","No",0,0,"No",3,1,"Urban"
"0",0,0,44,0,14,148065,"No",0,"No","Female","PhD","Doctor",32,"Private",24600,1,"Pickup","No",6276,2,"Yes",2,13,"Urban"
"0",0,0,45,2,15,77183,"No",262380,"Yes","Female","Masters","Lawyer",34,"Private",17440,6,"SUV","No",0,0,"Yes",2,12,"Urban"
"1",4685,0,39,0,8,28924,"No",140957,"Yes","Male","<High School","Clerical",26,"Commercial",28000,7,"Panel Truck","Yes",0,0,"Yes",1,6,"Urban"
"0",0,0,61,3,11,92775,"No",294708,"Yes","Female","Masters","Professional",50,"Commercial",10390,4,"Sports Car","No",0,0,"Yes",2,11,"Urban"
"0",0,0,52,0,14,86469,"No",227552,"Yes","Female","Bachelors","Professional",16,"Private",26410,9,"Minivan","No",0,0,"No",0,17,"Urban"
"0",0,0,35,0,7,64890,"No",0,"No","Female","Bachelors","Manager",36,"Private",7990,8,"SUV","No",0,0,"Yes",1,12,"Urban"
"0",0,0,52,0,16,76954,"No",249290,"No","Male","Bachelors","Professional",44,"Private",19540,6,"Minivan","Yes",0,0,"No",0,11,"Urban"
"0",0,0,44,0,14,110556,"No",345278,"Yes","Female","Masters","Manager",41,"Private",14090,6,"SUV","No",0,0,"Yes",2,14,"Urban"
"0",0,0,51,0,15,192037,"No",469315,"Yes","Male","PhD","Blue Collar",32,"Commercial",22170,10,"Van","Yes",0,0,"Yes",0,12,"Urban"
"1",4875,0,45,3,14,94325,"No",301739,"Yes","Male","Masters","Lawyer",55,"Private",6960,1,"SUV","No",0,0,"Yes",2,14,"Urban"
"0",0,0,60,0,12,32603,"No",0,"No","Male","PhD","Lawyer",38,"Private",12840,1,"Minivan","No",8294,4,"Yes",0,15,"Urban"
"1",13773.362291,2,40,3,12,91497,"No",284313,"Yes","Male","Bachelors","Professional",37,"Commercial",23450,17,"Panel Truck","No",0,0,"Yes",2,1,"Urban"
"0",0,0,66,0,13,72781,"No",220801,"Yes","Male","Bachelors","Manager",41,"Private",31770,1,"Minivan","Yes",4259,1,"Yes",2,1,"Urban"
"1",1882,0,32,3,9,70298,"No",211342,"Yes","Female","High School","Blue Collar",46,"Commercial",11730,1,"SUV","No",5715,2,"Yes",5,6,"Urban"
"0",0,1,37,3,12,28196,"No",108109,"Yes","Female","High School","Blue Collar",24,"Commercial",21430,15,"Minivan","No",0,0,"Yes",2,4,"Urban"
"0",0,0,55,0,15,39422,"No",173117,"Yes","Female","High School","Clerical",32,"Private",18150,1,"Minivan","No",0,0,"Yes",0,8,"Urban"
"1",3351,0,33,0,7,66604,"No",0,"No","Female","Masters","Lawyer",29,"Private",11460,1,"SUV","No",1552,2,"Yes",3,10,"Urban"
"0",0,0,34,4,15,6876,"No",0,"Yes","Male","Bachelors","Student",45,"Private",15930,10,"Minivan","Yes",0,0,"Yes",2,11,"Urban"
"1",2297,0,38,0,8,52506,"No",210236,"Yes","Female","High School","Professional",56,"Commercial",41570,3,"Panel Truck","No",10584,2,"Yes",4,10,"Urban"
"0",0,0,37,0,8,60121,"No",151782,"No","Female","PhD","Doctor",43,"Private",11210,4,"SUV","No",4233,2,"Yes",4,11,"Urban"
"0",0,0,44,4,18,96210,"No",247876,"Yes","Male","Masters","Lawyer",15,"Commercial",5900,7,"Pickup","Yes",0,0,"Yes",0,16,"Urban"
"0",0,0,41,0,10,136585,"No",0,"No","Male","Masters","Lawyer",24,"Private",16560,6,"Minivan","Yes",29754,3,"No",1,10,"Urban"
"0",0,0,58,0,11,57103,"No",0,"No","Female","High School","Blue Collar",17,"Commercial",7300,10,"Sports Car","No",592,2,"Yes",4,1,"Rural"
"0",0,0,43,3,15,61852,"No",176219,"Yes","Female","High School","Blue Collar",30,"Commercial",1500,6,"Sports Car","No",0,0,"Yes",0,1,"Rural"
"0",0,0,45,0,12,107327,"No",316035,"No","Female","Bachelors","Professional",38,"Private",24320,1,"Sports Car","No",0,0,"Yes",3,9,"Urban"
"0",0,0,39,2,15,79961,"No",246846,"Yes","Female","Bachelors","Professional",41,"Private",13400,4,"SUV","No",3207,4,"Yes",3,7,"Urban"
"1",1499.1775176,0,37,0,13,40868,"No",143167,"Yes","Female","High School","Clerical",36,"Private",7550,6,"SUV","No",0,0,"No",0,1,"Urban"
"0",0,0,36,0,9,102382,"No",0,"No","Female","PhD","Doctor",10,"Private",19230,7,"SUV","No",0,0,"Yes",0,12,"Urban"
"0",0,0,46,0,14,24575,"No",176282,"Yes","Female","High School","Home Maker",73,"Private",8560,10,"Sports Car","No",0,0,"Yes",0,9,"Rural"
"0",0,0,53,0,16,139307,"No",338975,"Yes","Male","Masters","Lawyer",5,"Private",21910,6,"Van","Yes",0,0,"Yes",0,18,"Urban"
"0",0,0,51,0,14,89582,"No",269747,"No","Male","Masters","Lawyer",37,"Private",22020,9,"Minivan","No",0,0,"No",0,16,"Urban"
"0",0,2,37,3,15,18784,"Yes",0,"No","Male","High School","Blue Collar",20,"Commercial",7080,7,"Minivan","Yes",26827,4,"Yes",3,12,"Urban"
"0",0,0,28,1,12,55764,"No",135899,"Yes","Female","Bachelors","Home Maker",42,"Private",13070,1,"SUV","No",4302,1,"Yes",6,4,"Urban"
"0",0,0,49,0,13,147455,"No",394201,"No","Male","PhD","Manager",53,"Commercial",23230,6,"Panel Truck","No",0,0,"Yes",0,22,"Urban"
"1",834.52069146,0,28,0,9,13410,"No",0,"Yes","Male","High School","Student",27,"Private",4500,7,"Pickup","No",5575,2,"Yes",2,10,"Urban"
"0",0,0,27,0,8,78197,"No",229920,"Yes","Female","Masters","Manager",12,"Private",18040,13,"Pickup","No",0,0,"Yes",0,12,"Urban"
"0",0,0,39,0,13,77914,"No",234761,"Yes","Male","Bachelors","Manager",24,"Private",13190,11,"Minivan","Yes",0,0,"No",0,11,"Urban"
"0",0,1,63,1,14,69277,"No",209787,"Yes","Female","Bachelors","Professional",39,"Private",14730,9,"SUV","No",0,0,"Yes",0,11,"Rural"
"1",9162.0963588,0,40,0,9,5253,"No",77463,"No","Female","High School","Student",23,"Commercial",23600,4,"Pickup","No",0,0,"Yes",0,1,"Urban"
"0",0,0,39,0,10,35081,"No",202839,"Yes","Male","Bachelors","Blue Collar",38,"Commercial",16640,4,"Van","Yes",0,0,"Yes",0,13,"Urban"
"1",5216.1441799,0,39,0,9,54960,"No",215876,"Yes","Male","High School","Blue Collar",5,"Commercial",10450,4,"Pickup","No",0,0,"Yes",2,5,"Urban"
"1",5109,0,59,0,11,8213,"No",0,"No","Female","High School","Home Maker",61,"Private",8840,6,"SUV","No",2479,3,"Yes",6,5,"Urban"
"0",0,0,30,0,13,15278,"No",0,"Yes","Male","Bachelors","Student",44,"Private",6030,14,"Minivan","Yes",0,0,"Yes",0,15,"Urban"
"0",0,0,33,3,11,70235,"No",194149,"Yes","Female","<High School","Clerical",56,"Private",15850,11,"Sports Car","No",0,0,"Yes",0,6,"Rural"
"1",1731,1,41,1,11,59053,"No",134169,"Yes","Female","High School","Blue Collar",36,"Commercial",11510,1,"SUV","No",0,0,"Yes",3,1,"Urban"
"1",3667,0,22,3,11,12825,"Yes",105132,"No","Male","<High School","Blue Collar",28,"Commercial",9610,6,"Pickup","Yes",2468,1,"Yes",8,1,"Urban"
"0",0,0,49,0,14,57070,"No",135174,"Yes","Male","High School","Clerical",44,"Private",16170,10,"Minivan","Yes",0,0,"Yes",3,7,"Urban"
"0",0,0,53,0,15,63049,"No",197046,"Yes","Male","Bachelors","Professional",40,"Private",13010,6,"Minivan","Yes",1402,1,"Yes",6,12,"Urban"
"1",2360,1,43,1,10,119341,"Yes",338327,"No","Female","PhD","Lawyer",35,"Private",1500,1,"SUV","No",0,0,"Yes",1,15,"Urban"
"0",0,0,57,0,0,0,"No",123551,"Yes","Female","High School","Home Maker",37,"Private",1500,1,"SUV","No",0,0,"Yes",0,4,"Urban"
"0",0,0,56,0,14,119361,"No",396499,"Yes","Female","Bachelors","Manager",5,"Private",31830,3,"Minivan","No",0,0,"Yes",2,11,"Urban"
"0",0,0,56,0,12,62483,"No",182321,"Yes","Female","Bachelors","Manager",18,"Private",13350,3,"SUV","No",0,0,"Yes",0,8,"Urban"
"1",4078,0,31,1,11,58391,"No",187063,"Yes","Male","High School","Blue Collar",34,"Commercial",10440,10,"Pickup","No",2018,3,"Yes",0,8,"Urban"
"0",0,0,52,0,11,53235,"No",197017,"Yes","Female","High School","Clerical",64,"Private",19400,6,"Minivan","No",0,0,"Yes",0,9,"Rural"
"1",1958,0,27,2,11,68493,"Yes",217494,"No","Male","Bachelors","Blue Collar",22,"Commercial",20180,1,"Van","No",0,0,"Yes",0,5,"Urban"
"0",0,0,44,0,11,178864,"No",428679,"No","Female","Masters","Lawyer",43,"Private",5900,6,"SUV","No",0,0,"Yes",0,15,"Urban"
"0",0,0,52,0,0,0,"No",87925,"No","Female","High School","Student",48,"Commercial",9280,1,"SUV","No",0,0,"Yes",1,6,"Rural"
"0",0,1,42,1,10,74412,"Yes",0,"No","Female","Masters","Manager",26,"Private",16250,7,"SUV","No",5936,2,"Yes",4,14,"Urban"
"0",0,0,45,1,10,89187,"No",241074,"Yes","Female","Masters","Professional",29,"Private",17720,4,"SUV","No",0,0,"Yes",1,17,"Urban"
"0",0,0,39,0,12,152271,"No",0,"No","Male","PhD","Manager",30,"Commercial",16730,1,"Van","Yes",0,0,"No",1,18,"Urban"
"1",5900,0,41,0,13,57615,"No",181310,"Yes","Male","Bachelors","Blue Collar",37,"Commercial",11360,1,"Pickup","Yes",0,0,"Yes",6,9,"Urban"
"0",0,0,36,2,14,58839,"No",170516,"Yes","Male","Masters","Manager",27,"Commercial",7380,1,"Pickup","No",22419,2,"No",3,13,"Urban"
"0",0,0,33,1,7,85030,"No",290127,"Yes","Female","Bachelors","Professional",24,"Private",23220,4,"SUV","No",0,0,"Yes",2,13,"Urban"
"1",16840.120827,3,62,3,16,33995,"No",136008,"Yes","Male","<High School","Blue Collar",42,"Private",7700,4,"SUV","Yes",8002,3,"Yes",4,1,"Urban"
"0",0,2,36,3,13,8615,"No",72501,"Yes","Female","High School","Home Maker",41,"Private",20150,1,"Minivan","No",0,0,"Yes",0,6,"Rural"
"0",0,0,62,0,14,41444,"No",198919,"Yes","Male","Bachelors","Professional",64,"Commercial",19540,4,"Pickup","Yes",0,0,"Yes",4,1,"Rural"
"1",5295,0,50,0,12,31291,"No",197110,"No","Female","High School","Clerical",14,"Private",6500,4,"SUV","No",3108,3,"Yes",3,1,"Urban"
"0",0,0,52,0,12,30775,"No",117060,"No","Male","High School","Manager",30,"Private",13020,14,"Minivan","Yes",15089,3,"No",5,6,"Urban"
"0",0,0,48,0,11,136008,"No",0,"No","Male","Masters","Lawyer",34,"Private",30280,10,"Minivan","Yes",0,0,"No",2,11,"Urban"
"1",5802,0,28,3,11,57417,"Yes",144443,"No","Female","Bachelors","Blue Collar",37,"Commercial",15640,1,"SUV","No",7628,2,"Yes",0,8,"Urban"
"1",2034,0,36,2,12,39400,"No",152463,"Yes","Female","High School","Clerical",54,"Private",5100,1,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,41,0,13,69083,"No",271197,"Yes","Female","Bachelors","Professional",35,"Private",10510,6,"SUV","No",6168,3,"Yes",2,16,"Urban"
"0",0,0,30,3,13,18972,"Yes",119932,"No","Male","<High School","Blue Collar",29,"Commercial",31460,6,"Panel Truck","Yes",588,2,"Yes",4,6,"Urban"
"1",6087,0,42,0,12,136344,"No",0,"No","Female","PhD","Doctor",45,"Private",13160,1,"Sports Car","No",0,0,"Yes",0,17,"Urban"
"0",0,0,43,2,15,97610,"No",212655,"Yes","Female","Masters","Lawyer",14,"Private",21720,1,"Pickup","No",0,0,"Yes",1,15,"Urban"
"1",6673,1,36,2,0,0,"No",0,"Yes","Male","<High School","Student",26,"Private",12370,10,"Minivan","No",3373,2,"Yes",1,1,"Urban"
"0",0,0,32,1,8,76002,"No",232538,"Yes","Female","Bachelors","Professional",49,"Private",12300,1,"SUV","No",8223,1,"Yes",4,12,"Urban"
"0",0,0,46,0,11,82398,"No",235439,"Yes","Male","Bachelors","Manager",19,"Private",19240,4,"Van","No",0,0,"No",0,15,"Urban"
"0",0,0,35,0,9,95536,"No",0,"No","Male","Masters","Professional",33,"Commercial",25840,9,"Panel Truck","Yes",0,0,"Yes",2,11,"Urban"
"0",0,0,62,0,15,37018,"No",0,"No","Female","Bachelors","Professional",60,"Private",5200,4,"Sports Car","No",0,0,"Yes",0,10,"Urban"
"0",0,0,43,3,11,72637,"Yes",0,"No","Female","Masters","Manager",46,"Commercial",24050,1,"Panel Truck","No",0,0,"Yes",0,16,"Urban"
"0",0,0,34,2,11,455,"Yes",0,"No","Female","High School","Student",55,"Commercial",17510,10,"SUV","No",0,0,"Yes",1,1,"Urban"
"0",0,0,63,0,12,50134,"No",162253,"Yes","Male","Bachelors","Professional",45,"Private",14960,1,"Minivan","No",33390,2,"No",4,8,"Urban"
"0",0,0,38,2,8,43851,"No",135243,"Yes","Female","High School","Clerical",25,"Private",9690,1,"SUV","No",0,0,"Yes",0,9,"Rural"
"1",6387,0,28,0,7,23553,"No",0,"No","Female","<High School","Clerical",38,"Private",18820,1,"SUV","No",0,0,"Yes",2,1,"Urban"
"0",0,0,37,0,13,53059,"No",220548,"Yes","Male","Bachelors","Professional",38,"Commercial",18450,10,"Van","Yes",0,0,"Yes",0,16,"Rural"
"0",0,0,48,0,9,53628,"No",166295,"Yes","Male","High School","Manager",5,"Commercial",11660,4,"Pickup","No",1237,3,"Yes",1,7,"Urban"
"1",2295,1,40,2,0,0,"No",50343,"Yes","Female","High School","Home Maker",49,"Private",5500,10,"Sports Car","No",0,0,"Yes",0,1,"Urban"
"0",0,0,44,1,11,234282,"No",567615,"Yes","Male","PhD","Blue Collar",45,"Commercial",24900,4,"Panel Truck","No",0,0,"Yes",0,12,"Urban"
"0",0,0,46,0,6,182650,"No",419730,"Yes","Male","Masters","Manager",59,"Commercial",34540,1,"Panel Truck","Yes",0,0,"Yes",0,13,"Urban"
"0",0,0,51,0,12,78387,"No",257655,"No","Female","Masters","Professional",35,"Private",22330,7,"Minivan","No",0,0,"Yes",0,21,"Urban"
"1",343.84782837,0,61,2,16,113754,"Yes",354907,"No","Female","Masters","Lawyer",44,"Private",19560,1,"Sports Car","No",44029,4,"No",6,18,"Urban"
"0",0,0,44,0,10,91652,"No",0,"No","Female","Masters","Manager",44,"Private",25290,10,"SUV","No",4653,1,"Yes",0,17,"Urban"
"0",0,0,51,0,16,17398,"No",165641,"Yes","Male","Bachelors","Professional",7,"Private",17010,13,"Van","No",0,0,"Yes",4,14,"Urban"
"1",6885,1,36,2,14,84736,"Yes",0,"No","Male","Masters","Lawyer",33,"Commercial",16610,6,"Van","No",7354,2,"No",0,8,"Urban"
"0",0,0,49,0,7,109183,"No",329560,"Yes","Male","Masters","Lawyer",67,"Private",19590,10,"Minivan","Yes",0,0,"Yes",2,9,"Urban"
"1",6315,0,47,0,14,52891,"No",232693,"Yes","Female","High School","Blue Collar",44,"Commercial",6200,1,"SUV","No",8352,2,"Yes",10,10,"Urban"
"0",0,0,49,0,14,106231,"No",319922,"Yes","Female","Masters","Lawyer",12,"Private",28110,6,"Minivan","No",0,0,"Yes",0,15,"Urban"
"0",0,0,29,2,12,59254,"No",248157,"Yes","Male","Bachelors","Professional",50,"Commercial",10130,1,"Pickup","No",6399,1,"Yes",5,4,"Urban"
"0",0,0,53,0,12,34565,"No",0,"No","Female","High School","Blue Collar",49,"Commercial",31900,10,"Pickup","No",0,0,"Yes",0,1,"Rural"
"0",0,0,47,0,9,121991,"No",329229,"Yes","Female","Masters","Manager",18,"Private",5180,8,"Minivan","Yes",0,0,"Yes",1,1,"Urban"
"1",5692,1,63,1,10,44866,"No",203341,"Yes","Female","Masters","Manager",56,"Private",11160,4,"Sports Car","No",6499,1,"No",9,14,"Urban"
"0",0,0,55,0,12,44977,"No",139588,"Yes","Female","<High School","Clerical",21,"Private",9420,1,"SUV","No",6161,3,"Yes",2,7,"Urban"
"0",0,0,48,0,11,78940,"No",279868,"Yes","Female","PhD","Home Maker",44,"Private",19510,3,"SUV","No",33315,3,"Yes",0,19,"Rural"
"1",5287,1,40,2,7,52423,"No",150723,"Yes","Female","High School","Blue Collar",30,"Private",7420,6,"Sports Car","No",0,0,"Yes",2,1,"Urban"
"0",0,0,33,1,12,50086,"No",137041,"Yes","Female","High School","Blue Collar",6,"Commercial",4800,10,"Sports Car","No",0,0,"Yes",1,1,"Rural"
"0",0,0,48,0,11,61434,"No",197678,"Yes","Female","High School","Blue Collar",35,"Commercial",19950,1,"SUV","No",5466,3,"Yes",4,1,"Urban"
"1",2569,0,24,1,7,6862,"Yes",0,"No","Female","Bachelors","Clerical",38,"Private",2190,1,"SUV","Yes",11226,1,"Yes",4,9,"Urban"
"0",0,0,49,0,13,73910,"No",250498,"Yes","Male","Bachelors","Blue Collar",62,"Private",13790,7,"Minivan","Yes",8827,4,"Yes",6,8,"Urban"
"0",0,0,58,0,14,131658,"No",390952,"Yes","Female","Masters","Professional",31,"Private",26780,7,"Minivan","No",0,0,"Yes",0,12,"Urban"
"0",0,0,57,1,11,86551,"Yes",0,"No","Female","Masters","Lawyer",20,"Private",15380,3,"SUV","No",0,0,"Yes",0,14,"Urban"
"0",0,0,47,0,7,22213,"No",158705,"No","Female","Bachelors","Home Maker",33,"Private",8420,10,"SUV","No",0,0,"Yes",3,1,"Rural"
"0",0,0,42,0,12,137417,"No",385800,"Yes","Male","Masters","Lawyer",38,"Commercial",19440,4,"Van","No",24520,3,"Yes",6,13,"Urban"
"0",0,0,46,0,13,78005,"No",267536,"Yes","Female","Masters","Lawyer",52,"Private",16160,1,"SUV","No",0,0,"Yes",2,11,"Urban"
"0",0,0,38,3,0,0,"No",0,"Yes","Female","<High School","Student",11,"Private",5300,4,"Sports Car","No",0,0,"Yes",0,1,"Rural"
"0",0,1,37,2,13,48377,"No",159858,"Yes","Female","High School","Blue Collar",13,"Private",10040,6,"SUV","No",0,0,"Yes",1,7,"Rural"
"0",0,0,46,0,16,35231,"No",160852,"Yes","Female","High School","Professional",34,"Private",5020,4,"SUV","No",0,0,"Yes",1,9,"Rural"
"1",6088.2212086,0,49,0,8,31873,"No",123025,"Yes","Female","<High School","Clerical",41,"Private",9830,12,"SUV","No",4600,2,"Yes",0,1,"Urban"
"0",0,0,62,0,7,71961,"No",0,"No","Male","Masters","Lawyer",43,"Private",19520,8,"SUV","No",1293,2,"Yes",6,16,"Urban"
"0",0,0,55,0,13,54844,"No",220205,"Yes","Male","Bachelors","Professional",5,"Private",21060,10,"Van","No",0,0,"Yes",0,11,"Urban"
"0",0,0,29,1,10,38042,"Yes",202967,"No","Male","High School","Professional",15,"Private",15160,6,"Minivan","No",0,0,"Yes",0,1,"Urban"
"0",0,0,44,0,12,46233,"No",0,"No","Female","<High School","Blue Collar",22,"Private",10520,6,"Minivan","No",1994,3,"Yes",2,1,"Urban"
"1",3439,1,37,2,13,80183,"Yes",0,"No","Female","Bachelors","Blue Collar",22,"Commercial",15500,4,"Minivan","No",8385,1,"Yes",7,12,"Urban"
"0",0,0,47,0,11,77501,"No",223491,"Yes","Male","High School","Professional",66,"Private",21030,4,"Minivan","Yes",8657,2,"Yes",2,12,"Urban"
"1",3281,0,46,0,9,63990,"No",228402,"No","Male","High School","Blue Collar",38,"Commercial",8410,1,"Pickup","Yes",13251,2,"No",3,10,"Urban"
"1",1398,0,32,1,8,8659,"Yes",0,"No","Female","High School","Home Maker",43,"Private",14460,1,"SUV","No",31073,1,"No",0,1,"Urban"
"0",0,0,38,0,13,50015,"No",0,"No","Female","High School","Clerical",25,"Private",14410,11,"SUV","No",0,0,"Yes",3,1,"Rural"
"1",6050,0,50,0,11,33575,"No",175923,"Yes","Male","High School","Blue Collar",44,"Commercial",12470,1,"Minivan","No",3707,1,"No",0,7,"Urban"
"0",0,0,48,0,12,6505,"No",0,"No","Male","Bachelors","Home Maker",21,"Private",22520,1,"Minivan","No",0,0,"Yes",0,11,"Urban"
"0",0,0,47,0,10,78942,"No",238237,"Yes","Female","Bachelors","Blue Collar",53,"Private",5900,1,"Sports Car","No",20847,2,"No",0,6,"Urban"
"1",1279.6128805,1,42,1,12,14705,"Yes",97885,"No","Female","High School","Home Maker",45,"Private",11020,4,"SUV","No",0,0,"Yes",0,5,"Urban"
"0",0,0,51,0,7,44481,"No",226940,"Yes","Female","High School","Clerical",30,"Private",7990,3,"Minivan","No",0,0,"Yes",0,1,"Rural"
"0",0,1,44,2,5,28833,"No",183748,"Yes","Male","<High School","Clerical",36,"Private",20550,1,"Van","Yes",0,0,"Yes",3,1,"Rural"
"1",11087.859058,0,50,0,14,62570,"No",0,"No","Female","High School","Clerical",49,"Private",18760,6,"Minivan","No",0,0,"Yes",0,6,"Urban"
"1",5003,0,27,3,0,0,"Yes",0,"No","Female","Bachelors","Student",16,"Commercial",20510,11,"Sports Car","No",4570,3,"Yes",7,8,"Urban"
"1",5769,2,38,2,9,43476,"Yes",156267,"No","Female","High School","Blue Collar",37,"Commercial",5850,16,"SUV","No",7145,2,"Yes",0,1,"Urban"
"0",0,0,51,0,8,42335,"No",247991,"Yes","Male","High School","Blue Collar",44,"Commercial",14110,5,"Minivan","No",3341,2,"Yes",6,5,"Urban"
"0",0,0,42,0,11,45301,"No",188757,"Yes","Female","Masters","Home Maker",42,"Private",22010,1,"Minivan","No",0,0,"Yes",3,15,"Rural"
"0",0,0,36,0,12,30884,"No",184656,"Yes","Female","High School","Clerical",23,"Private",11090,1,"Sports Car","No",0,0,"Yes",3,1,"Rural"
"1",531,0,52,0,15,47042,"No",191400,"No","Male","High School","Blue Collar",15,"Commercial",18070,6,"Van","Yes",0,0,"No",3,9,"Urban"
"0",0,0,30,1,10,33063,"Yes",0,"No","Male","<High School","Blue Collar",50,"Commercial",17920,6,"Van","Yes",0,0,"Yes",1,1,"Rural"
"1",5015,0,38,0,12,69530,"No",224447,"Yes","Male","High School","Blue Collar",44,"Commercial",5200,1,"Pickup","Yes",48188,3,"No",4,7,"Urban"
"1",26699.214235,0,43,2,17,36179,"No",121806,"Yes","Male","High School","Blue Collar",35,"Commercial",9420,17,"Pickup","Yes",1571,3,"Yes",5,8,"Urban"
"0",0,0,36,2,12,47060,"No",175052,"Yes","Female","Bachelors","Clerical",32,"Private",26170,10,"Minivan","No",0,0,"Yes",0,6,"Urban"
"0",0,0,43,0,10,13077,"No",0,"No","Female","<High School","Home Maker",22,"Private",7110,1,"SUV","No",0,0,"Yes",0,1,"Rural"
"1",5567,0,46,0,9,35586,"No",168624,"No","Male","<High School","Clerical",40,"Commercial",6620,1,"Pickup","No",3627,1,"Yes",8,1,"Urban"
"0",0,0,52,0,13,90250,"No",313721,"No","Male","Bachelors","Manager",44,"Private",15730,1,"Minivan","No",0,0,"Yes",0,1,"Urban"
"1",979,3,56,3,18,67745,"No",288257,"Yes","Female","Bachelors","Manager",35,"Private",13870,1,"SUV","No",5691,2,"Yes",9,11,"Urban"
"0",0,0,34,2,15,42463,"Yes",166941,"No","Male","Bachelors","Professional",26,"Private",20520,7,"Minivan","Yes",0,0,"Yes",0,11,"Rural"
"1",5438,0,40,1,13,114032,"Yes",0,"No","Female","Masters","Manager",65,"Private",26780,1,"Pickup","No",0,0,"Yes",3,2,"Urban"
"1",5094,0,28,3,0,0,"No",0,"Yes","Female","High School","Student",45,"Private",4950,1,"SUV","No",8438,1,"Yes",4,6,"Urban"
"0",0,0,43,0,13,42768,"No",183793,"Yes","Male","Bachelors","Manager",32,"Private",10080,1,"Minivan","Yes",0,0,"Yes",0,8,"Urban"
"0",0,0,34,2,11,105690,"Yes",0,"No","Male","Bachelors","Blue Collar",38,"Commercial",15180,6,"Minivan","Yes",46746,4,"No",4,9,"Urban"
"0",0,0,47,0,11,8575,"No",0,"Yes","Male","Bachelors","Student",42,"Private",10930,6,"Minivan","No",0,0,"Yes",2,13,"Urban"
"1",6770,0,48,0,12,127253,"No",93576,"No","Male","Masters","Manager",56,"Commercial",19030,1,"Van","Yes",0,0,"No",1,20,"Urban"
"0",0,0,49,0,8,54869,"No",0,"No","Male","Masters","Manager",31,"Commercial",11890,1,"Pickup","No",0,0,"Yes",0,1,"Urban"
"0",0,0,56,0,6,65291,"No",227016,"Yes","Male","Masters","Lawyer",40,"Private",8030,4,"Pickup","Yes",0,0,"Yes",2,12,"Urban"
"0",0,0,40,0,9,103636,"No",270623,"Yes","Male","Bachelors","Manager",47,"Private",14070,7,"Minivan","Yes",0,0,"Yes",0,1,"Urban"
"0",0,0,49,0,9,24894,"No",155546,"Yes","Male","<High School","Blue Collar",39,"Private",8890,9,"Minivan","No",4794,3,"Yes",1,1,"Urban"
"1",3554,0,52,0,11,56582,"No",0,"No","Female","<High School","Clerical",47,"Private",21460,13,"SUV","No",1606,2,"Yes",1,6,"Urban"
"1",4849.2296835,0,48,0,11,66817,"No",218953,"Yes","Male","High School","Professional",31,"Private",14690,1,"Minivan","Yes",0,0,"Yes",0,6,"Urban"
"0",0,1,58,1,15,111916,"No",155156,"Yes","Female","PhD","Home Maker",32,"Commercial",26790,4,"Pickup","No",0,0,"Yes",0,18,"Rural"
"0",0,0,54,0,14,151741,"No",401846,"Yes","Female","PhD","Manager",37,"Private",29620,10,"Minivan","No",0,0,"Yes",3,14,"Urban"
